?class	?label	?syn_type
<http://purl.obolibrary.org/obo/CHEBI_15948>	"lycopene"	"label"
<http://purl.obolibrary.org/obo/CHEBI_15948>	"lycopene"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_15948>	"lycopene"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_15948>	"lycopenes"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_15948>	"psi,psi-carotene"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"5-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"BIOTIN"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"Biotin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"biotin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"biotin"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_15956>	"biotin (b7)"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16038>	"Phosphatidylethanolamine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16038>	"phosphatidyl(amino)ethanols"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16038>	"phosphatidylethanolamine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16038>	"phosphatidylethanolamine"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16038>	"phosphatidylethanolamines"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16112>	"Chlorogenic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16112>	"chlorogenic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16112>	"chlorogenic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16112>	"edit(1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"CHOLESTEROL"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"Cholesterol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"cholest-5-en-3beta-ol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"cholesterol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"cholesterol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16113>	"cholesterol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16119>	"(3R,4S,5R)-3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16119>	"Shikimic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16119>	"shikimic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16119>	"shikimic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16196>	"(9Z)-octadec-9-enoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16196>	"OLEIC ACID"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16196>	"Oleic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16196>	"oleic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16196>	"oleic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16199>	"carbamide"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_16199>	"urea"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16199>	"urea (carbamide)"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_16204>	"Phloroglucinol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16204>	"benzene-1,3,5-triol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16204>	"phloroglucinol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16204>	"phloroglucinol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"ethanol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16243>	"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16243>	"Quercetin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16243>	"quercetin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16243>	"quercetin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16247>	"Phospholipid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16247>	"phospholipid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16247>	"phospholipid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16449>	"2-aminopropanoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16449>	"Alanine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16449>	"alanine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16449>	"alanine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16449>	"alanine"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16526>	"carbon dioxide"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16526>	"carbon dioxide"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_16634>	"Raffinose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16634>	"beta-D-fructofuranosyl alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranoside"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16634>	"raffinose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16634>	"raffinose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16634>	"raffinose"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16646>	"carbohydrate"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16646>	"carbohydrate"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16646>	"carbohydrate"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16646>	"carbohydrates"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16670>	"peptide"	"label"
<http://purl.obolibrary.org/obo/CHEBI_166885>	"prolamin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166886>	"cruciferin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166887>	"glutenin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166888>	"avenasterol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166889>	"delta7-stigmasterol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16689>	"3-C-(hydroxymethyl)-D-glycero-tetrose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16689>	"D-Apiose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16689>	"D-apiose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16689>	"apiose"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166890>	"phenolic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166891>	"phenylpropane"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166892>	"aglycone"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166893>	"eicosatetraenoic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166894>	"xanthonolignoid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166895>	"procyanidins"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166896>	"peltogynoid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166897>	"3-arylcoumarin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166898>	"allomelanin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166899>	"globulin type"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166964>	"albumin type"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166965>	"simple oxygenated xanthones"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166966>	"prenylated and related xanthones"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166967>	"cis-fatty acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_166968>	"trans-fatty acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16701>	"nucleoside 5'-phosphate"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"Pyridoxine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"pyridoxine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"pyridoxine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"pyridoxine (b6)"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_167164>	"essential mineral, element"@en	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_167164>	"mineral nutrient"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16726>	"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromenium-3-yl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside chloride"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16726>	"cyanidin 3-O-rutinoside chloride"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16726>	"cyanidin 3-O-rutinoside chloride"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_167559>	"glycan"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16811>	"Methionine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16811>	"methionine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16811>	"methionine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16811>	"methionine"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16914>	"2-hydroxybenzoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16914>	"Salicylic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16914>	"salicylic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16914>	"salicylic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"(22E)-ergosta-5,7,22-trien-3beta-ol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"ERGOSTEROL"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"Ergosterol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"ergosterol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"ergosterol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16933>	"ergosterol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16954>	"(1S)-1,5-anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl]-D-glucitol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16954>	"Vitexin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16954>	"vitexin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16954>	"vitexin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16966>	"heteroglycan"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"OXALIC ACID"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"Oxalic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"oxalic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"oxalic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"oxalic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_16997>	"propane-1,2-diol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"5-deoxy-5-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)-D-ribitol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"Riboflavin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"riboflavin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"riboflavin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"riboflavin"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"riboflavin (b2)"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"riboflavin, synthetic"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17015>	"vitamin b2"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17020>	"Glucomannan"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17020>	"glucomannan"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17020>	"glucomannan"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17045>	"dinitrogen oxide"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17045>	"nitrous oxide"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17051>	"Fluoride"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17051>	"fluoride"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17051>	"fluoride"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17051>	"fluoride"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17051>	"fluoride(1-)"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17087>	"ketone"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17097>	"biphenyl"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17097>	"biphenyl, diphenyl"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17097>	"diphenyl"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17113>	"erythritol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17113>	"erythritol"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"(2R,3r,4S)-pentane-1,2,3,4,5-pentol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"Xylitol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"meso-xylitol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"xylitol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"xylitol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"xylitol"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17151>	"xylitol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17154>	"nicotinamide"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17154>	"nicotinamide"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17164>	"Stachyose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17164>	"beta-D-fructofuranosyl alpha-D-galactopyranosyl-(1->6)-alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranoside"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17164>	"stachyose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17164>	"stachyose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17164>	"stachyose"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17188>	"nucleoside 5'-monophosphate"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17202>	"IMP"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17202>	"inosinic acid"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17202>	"inosinic acid, 5-"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17234>	"Glucose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17234>	"gluco-hexose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17234>	"glucose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17234>	"glucose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17234>	"glucose"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17242>	"dehydroascorbic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17276>	"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17276>	"Phloretin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17276>	"phloretin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17276>	"phloretin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17276>	"phloretin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"Maltose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"alpha-D-glucopyranosyl-(1->4)-D-glucopyranose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"alpha-D-glucopyranosyl-(1->4)-D-glucose"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"maltose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"maltose"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17306>	"maltose"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17309>	"Pectin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17309>	"pectin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17309>	"pectin"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17309>	"pectin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17309>	"pectins"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17351>	"(9Z,12Z)-octadeca-9,12-dienoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17351>	"LINOLEIC ACID"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17351>	"Linoleic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17351>	"linoleic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17351>	"linoleic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17376>	"cystine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17401>	"myo-Inositol hexakisphosphate"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17401>	"myo-inositol hexakis(dihydrogen phosphate)"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17401>	"myo-inositol hexakisphosphate"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17401>	"phytic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-Cobeta-cyanocobamide"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"Cyanocob(III)alamin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"cyanocob(III)alamin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"cyanocob(III)alamin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"cyanocobalamin"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17439>	"cyanocobalamin (b12)"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17478>	"aldehyde"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17488>	"7-hydroxy-6-methoxy-2H-chromen-2-one"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17488>	"Scopoletin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17488>	"scopoletin"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17488>	"scopoletin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17488>	"scopoletin"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17522>	"alditol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17548>	"alginic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17548>	"alginic acid"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17561>	"L-cysteine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17561>	"cysteine, l- and its hydrochlorides - sodium and potassium salts"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17561>	"l-cysteine"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"BETA-CAROTENE"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"beta,beta-carotene"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"beta-Carotene"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"beta-carotene"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"beta-carotene"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"beta-carotene"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17579>	"carotenes"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17593>	"maltooligosaccharide"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17608>	"D-aldohexose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17620>	"(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17620>	"Ferulic acid"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17620>	"ferulic acid"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17620>	"ferulic acid"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17621>	"FMN"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17621>	"riboflavin 5'-phosphate sodium"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17621>	"riboflavin-5'-phosphate"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17623>	"cyclomaltodextrin"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17634>	"D-glucose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17634>	"dextrose"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17634>	"glucose, d-"@en	"synonym"
<http://purl.obolibrary.org/obo/CHEBI_17716>	"lactose"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17716>	"lactose"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17750>	"(trimethylammonio)acetate"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17750>	"Glycine betaine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17750>	"glycine betaine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17750>	"glycine betaine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17750>	"glycine betaine"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"GLYCEROL"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"Glycerol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"glycerol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"glycerol"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"glycerol"@en	"alternative term"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"glycerol"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17754>	"propane-1,2,3-triol"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17792>	"organohalogen compound"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17822>	"Serine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17822>	"serine"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17822>	"serine"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17822>	"serine"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17855>	"Triglyceride"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17855>	"triglyceride"	"label"
<http://purl.obolibrary.org/obo/CHEBI_17855>	"triglyceride"@en	"label"
<http://purl.obolibrary.org/obo/CHEBI_17855>	"triglycerides"	"exact synonym"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"hydrochloric acid"@en	"alternative term"
